Name,Date time,Temperature,Wind Chill,Heat Index,Chance Precipitation (%),Precipitation,Snow,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Hồ Chí Minh, Việt Nam",12/16/2020 21:00:00,25.4,,,47.5,0,0,0,3.6,5.6,24.1,100,79.8,Overcast
"Hồ Chí Minh, Việt Nam",12/16/2020 22:00:00,25.2,,,47.5,0,0,0,2.9,4,24.1,100,81,Overcast
"Hồ Chí Minh, Việt Nam",12/16/2020 23:00:00,24.9,,,47.5,0,0,0,3.1,4.4,24.1,99.7,82,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 00:00:00,24.7,,,47.5,0,0,0,3.4,4.9,24.1,99.3,83.1,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 01:00:00,24.5,,,47.5,0,0,0,3.6,5.4,24.1,99,84.1,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 02:00:00,24.3,,,33.2,0,0,0,4.4,7.1,24.1,99.3,85.4,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 03:00:00,24.1,,,33.2,0,0,0,5.3,8.8,24.1,99.7,86.7,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 04:00:00,24,,,33.2,0,0,0,6.1,10.4,24.1,100,88,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 05:00:00,24.2,,,33.2,0,0,0,5.3,8.9,24.1,100,86.7,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 06:00:00,24.5,,,33.2,0,0,0,4.4,7.3,24.1,100,85.4,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 07:00:00,24.8,,,33.2,0,0,0,3.6,5.8,24.1,100,84.1,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 08:00:00,26.7,,28.7,14.3,0,0,0,3.4,6.4,24.1,92,75.8,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 09:00:00,28.6,,31.5,14.3,0,0,0,3.1,7,24.1,84,67.5,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 10:00:00,30.6,,33.7,14.3,0,0,0,2.9,7.6,24.1,76,59.2,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 11:00:00,31.3,,34.2,14.3,0,0,0,5.2,11,24.1,67.7,54.9,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/17/2020 12:00:00,32,,34.5,14.3,0,0,0,7.4,14.5,24.1,59.3,50.5,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/17/2020 13:00:00,32.8,,34.8,14.3,0,0,0,9.7,18,24.1,51,46.2,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/17/2020 14:00:00,32.5,,34.7,57,0,0,0,8.9,15.2,24.1,50.3,47.7,"Rain, Partially cloudy"
"Hồ Chí Minh, Việt Nam",12/17/2020 15:00:00,32.2,,34.6,57,0,0,0,8,12.5,24.1,49.7,49.2,"Rain, Partially cloudy"
"Hồ Chí Minh, Việt Nam",12/17/2020 16:00:00,32,,34.4,57,0,0,0,7.2,9.7,24.1,49,50.7,"Rain, Partially cloudy"
"Hồ Chí Minh, Việt Nam",12/17/2020 17:00:00,30.3,,33.1,57,0.43,0,0,6,8,22.3,57.7,58.7,"Rain, Partially cloudy"
"Hồ Chí Minh, Việt Nam",12/17/2020 18:00:00,28.6,,31.4,57,0.87,0,0,4.8,6.4,20.6,66.3,66.6,"Rain, Partially cloudy"
"Hồ Chí Minh, Việt Nam",12/17/2020 19:00:00,27,,29.2,57,1.3,0,0,3.6,4.7,18.8,75,74.6,"Rain, Partially cloudy"
"Hồ Chí Minh, Việt Nam",12/17/2020 20:00:00,26.7,,28.7,47.5,1.03,0,0,3.7,4.9,18.8,83.3,75.9,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 21:00:00,26.4,,,47.5,0.77,0,0,3.8,5.2,18.7,91.7,77.1,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 22:00:00,26.2,,,47.5,0.5,0,0,4,5.4,18.7,100,78.4,Overcast
"Hồ Chí Minh, Việt Nam",12/17/2020 23:00:00,25.9,,,47.5,0.73,0,0,4.8,7.2,20.5,92,79.2,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 00:00:00,25.6,,,47.5,0.97,0,0,5.6,9,22.3,84,80,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 01:00:00,25.3,,,47.5,1.2,0,0,6.5,10.8,24.1,76,80.8,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 02:00:00,24.9,,,28.6,0.8,0,0,6.4,10.3,24.1,84,81.5,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 03:00:00,24.6,,,28.6,0.4,0,0,6.2,9.8,24.1,92,82.2,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 04:00:00,24.3,,,28.6,0,0,0,6.1,9.4,24.1,100,82.9,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 05:00:00,24.4,,,28.6,0,0,0,6,9.5,24.1,100,81.6,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 06:00:00,24.6,,,28.6,0,0,0,5.9,9.6,24.1,100,80.4,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 07:00:00,24.8,,,28.6,0,0,0,5.8,9.7,24.1,100,79.1,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 08:00:00,26.3,,,28.6,0,0,0,5.8,8.4,24.1,100,72.7,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 09:00:00,27.8,,29.8,28.6,0,0,0,5.8,7.1,24.1,100,66.3,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 10:00:00,29.3,,31.4,28.6,0,0,0,5.8,5.8,24.1,100,59.9,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 11:00:00,30.4,,32.6,28.6,0,0,0,6,7.4,24.1,86.3,55,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 12:00:00,31.6,,33.6,28.6,0,0,0,6.2,9.1,24.1,72.7,50.1,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/18/2020 13:00:00,32.8,,34.6,28.6,0,0,0,6.5,10.8,24.1,59,45.2,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/18/2020 14:00:00,32,,34.1,28.6,0,0,0,5.5,9.5,24.1,72.7,48.9,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/18/2020 15:00:00,31.3,,33.7,28.6,0,0,0,4.6,8.2,24.1,86.3,52.7,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 16:00:00,30.6,,33.1,28.6,0,0,0,3.6,6.8,24.1,100,56.4,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 17:00:00,29.2,,31.8,28.6,0,0,0,5,9.8,24.1,100,62.2,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 18:00:00,27.9,,30.2,28.6,0,0,0,6.5,12.8,24.1,100,68.1,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 19:00:00,26.6,,,28.6,0,0,0,7.9,15.8,24.1,100,73.9,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 20:00:00,26.4,,,19,0,0,0,6.6,12.8,24.1,100,74.2,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 21:00:00,26.3,,,19,0,0,0,5.3,9.8,24.1,100,74.6,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 22:00:00,26.2,,,19,0,0,0,4,6.8,24.1,100,74.9,Overcast
"Hồ Chí Minh, Việt Nam",12/18/2020 23:00:00,25.9,,,19,0,0,0,4.1,6.8,24.1,100,74.4,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 00:00:00,25.6,,,19,0,0,0,4.2,6.8,24.1,100,73.9,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 01:00:00,25.4,,,19,0,0,0,4.3,6.8,24.1,100,73.4,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 02:00:00,25.2,,,23.7,0,0,0,6.1,10.3,24.1,100,73,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 03:00:00,25.1,,,23.7,0,0,0,7.9,13.8,24.1,100,72.7,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 04:00:00,25,,,23.7,0,0,0,9.7,17.3,24.1,100,72.3,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 05:00:00,24.7,,,23.7,0.1,0,0,9.7,17.9,23.2,100,75.9,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 06:00:00,24.5,,,23.7,0.2,0,0,9.7,18.5,22.2,100,79.4,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 07:00:00,24.3,,,23.7,0.3,0,0,9.7,19.1,21.3,100,83,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 08:00:00,24.8,,,28.6,0.3,0,0,11.8,23.9,22.2,100,81.5,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 09:00:00,25.4,,,28.6,0.3,0,0,13.8,28.7,23.2,100,80,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 10:00:00,26,,,28.6,0.3,0,0,15.8,33.5,24.1,100,78.5,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 11:00:00,26.6,,,28.6,1.6,0,0,16.8,32.5,18.3,100,77.4,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 12:00:00,27.2,,29.8,28.6,2.9,0,0,17.8,31.6,12.5,100,76.4,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 13:00:00,27.9,,31.1,28.6,4.2,0,0,18.7,30.6,6.7,100,75.3,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 14:00:00,27.6,,30.7,47.5,4.37,0,0,17.6,29.3,7,100,76.6,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 15:00:00,27.3,,30.2,47.5,4.53,0,0,16.6,28,7.3,100,77.8,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 16:00:00,27.1,,29.8,47.5,4.7,0,0,15.5,26.6,7.6,100,79.1,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 17:00:00,26.4,,,47.5,3.8,0,0,14,28.4,13.1,98.3,81.4,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 18:00:00,25.7,,,47.5,2.9,0,0,12.6,30.2,18.6,96.7,83.7,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 19:00:00,25.1,,,47.5,2,0,0,11.2,32,24.1,95,86,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 20:00:00,24.9,,,38,1.33,0,0,10.3,28.2,24.1,96.7,86,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 21:00:00,24.7,,,38,0.67,0,0,9.5,24.4,24.1,98.3,86,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 22:00:00,24.5,,,38,0,0,0,8.6,20.5,24.1,100,86,Overcast
"Hồ Chí Minh, Việt Nam",12/19/2020 23:00:00,24.3,,,38,0,0,0,8.5,19.9,24.1,100,86.2,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 00:00:00,24.2,,,38,0,0,0,8.4,19.3,24.1,100,86.3,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 01:00:00,24.1,,,38,0,0,0,8.3,18.7,24.1,100,86.5,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 02:00:00,23.9,,,19,0,0,0,7.9,16.8,24.1,100,87,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 03:00:00,23.7,,,19,0,0,0,7.6,14.9,24.1,100,87.4,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 04:00:00,23.6,,,19,0,0,0,7.2,13,24.1,100,87.9,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 05:00:00,23.7,,,19,0,0,0,6.7,12.5,24.1,100,87.4,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 06:00:00,23.8,,,19,0,0,0,6.2,12,24.1,100,87,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 07:00:00,23.9,,,19,0,0,0,5.8,11.5,24.1,100,86.5,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 08:00:00,25.4,,,23.7,0,0,0,7.7,14.6,24.1,100,80.6,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 09:00:00,26.9,,29,23.7,0,0,0,9.6,17.8,24.1,100,74.8,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 10:00:00,28.4,,31.2,23.7,0,0,0,11.5,20.9,24.1,100,68.9,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 11:00:00,29.1,,32.2,23.7,0.17,0,0,12.4,20.6,22.4,100,66.6,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 12:00:00,29.8,,33.2,23.7,0.33,0,0,13.2,20.4,20.6,100,64.3,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 13:00:00,30.5,,34.2,23.7,0.5,0,0,14,20.2,18.9,100,62,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 14:00:00,30.2,,33.9,33.2,0.77,0,0,15,22,20.6,92.3,63.1,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 15:00:00,30,,33.7,33.2,1.03,0,0,16,23.8,22.4,84.7,64.3,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 16:00:00,29.8,,33.4,33.2,1.3,0,0,16.9,25.6,24.1,77,65.4,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 17:00:00,28.6,,31.6,33.2,0.87,0,0,15.8,29.5,24.1,71.3,68.9,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/20/2020 18:00:00,27.4,,29.7,33.2,0.43,0,0,14.8,33.5,24.1,65.7,72.5,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/20/2020 19:00:00,26.2,,,33.2,0,0,0,13.7,37.4,24.1,60,76,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/20/2020 20:00:00,26,,,33.2,0,0,0,13.2,38.3,24.1,70.7,76,Partially cloudy
"Hồ Chí Minh, Việt Nam",12/20/2020 21:00:00,25.8,,,33.2,0,0,0,12.7,39.1,24.1,81.3,76,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 22:00:00,25.7,,,33.2,0,0,0,12.2,40,24.1,92,76,Overcast
"Hồ Chí Minh, Việt Nam",12/20/2020 23:00:00,25.6,,,33.2,0,0,0,12.6,39.8,24.1,92.3,75.8,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 00:00:00,25.5,,,33.2,0,0,0,13,39.7,24.1,92.7,75.6,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 01:00:00,25.5,,,33.2,0,0,0,13.3,39.6,24.1,93,75.4,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 02:00:00,25.2,,,19,0,0,0,11.9,35.3,24.1,88.3,76.4,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 03:00:00,24.9,,,19,0,0,0,10.4,31,24.1,83.7,77.4,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 04:00:00,24.7,,,19,0,0,0,9,26.6,24.1,79,78.4,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 05:00:00,24.7,,,19,0,0,0,8.4,22,24.1,82.3,79.9,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 06:00:00,24.7,,,19,0,0,0,7.8,17.3,24.1,85.7,81.4,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 07:00:00,24.8,,,19,0,0,0,7.2,12.6,24.1,89,82.9,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 08:00:00,26.4,,,9.5,0,0,0,7.9,14.3,24.1,88,75.3,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 09:00:00,28.2,,30.6,9.5,0,0,0,8.6,16,24.1,87,67.6,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 10:00:00,29.9,,32.5,9.5,0,0,0,9.4,17.6,24.1,86,60,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 11:00:00,30.7,,33.3,9.5,0,0,0,9.8,17,24.1,88.3,56.5,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 12:00:00,31.4,,34.1,9.5,0,0,0,10.3,16.4,24.1,90.7,53,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 13:00:00,32.3,,34.7,9.5,0,0,0,10.8,15.8,24.1,93,49.5,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 14:00:00,31.9,,34.5,28.6,0,0,0,11.9,15.6,24.1,95,51,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 15:00:00,31.7,,34.3,28.6,0,0,0,13,15.4,24.1,97,52.5,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 16:00:00,31.4,,34.1,28.6,0,0,0,14,15.1,24.1,99,54,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 17:00:00,29.8,,32.5,28.6,0,0,0,13.8,19.8,24.1,99,60.2,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 18:00:00,28.2,,30.6,28.6,0,0,0,13.6,24.5,24.1,99,66.4,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 19:00:00,26.7,,,28.6,0,0,0,13.3,29.2,24.1,99,72.6,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 20:00:00,26.4,,,33.2,0,0,0,10.8,22.8,24.1,99.3,73.7,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 21:00:00,26.1,,,33.2,0,0,0,8.3,16.4,24.1,99.7,74.9,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 22:00:00,25.8,,,33.2,0,0,0,5.8,10.1,24.1,100,76,Overcast
"Hồ Chí Minh, Việt Nam",12/21/2020 23:00:00,25.7,,,33.2,0,0,0,4.6,7.8,24.1,99.7,76.7,Overcast
"Hồ Chí Minh, Việt Nam",12/22/2020 00:00:00,25.6,,,33.2,0,0,0,3.4,5.5,24.1,99.3,77.3,Overcast
"Hồ Chí Minh, Việt Nam",12/22/2020 01:00:00,25.5,,,33.2,0,0,0,2.2,3.2,24.1,99,78,Overcast
"Hồ Chí Minh, Việt Nam",12/22/2020 02:00:00,,,,,0,,,,,,,,
"Hồ Chí Minh, Việt Nam",12/22/2020 03:00:00,,,,,0,,,,,,,,
"Hồ Chí Minh, Việt Nam",12/22/2020 04:00:00,,,,,0,,,,,,,,
"Hồ Chí Minh, Việt Nam",12/22/2020 05:00:00,,,,,0,,,,,,,,
"Hồ Chí Minh, Việt Nam",12/22/2020 06:00:00,,,,,0,,,,,,,,
"Hồ Chí Minh, Việt Nam",12/22/2020 07:00:00,,,,,0,,,,,,,,
"Hồ Chí Minh, Việt Nam",12/22/2020 08:00:00,,,,,0,,,,,,,,
"Hồ Chí Minh, Việt Nam",12/22/2020 09:00:00,,,,,0,,,,,,,,
